playerID,yearID,stint,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID
duchsju01,2001,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,11.0,19.0,USA,SD,Aberdeen,,,,,,,Justin,Duchscherer,Justin Craig,165.0,75.0,R,R,2001-07-25,2010-04-29,duchj001,duchsju01
duckwbr01,2001,1,11,22,1,5,1,0,0,1.0,0.0,0.0,2,4.0,0.0,0.0,2.0,0.0,1.0,1976.0,1.0,23.0,USA,UT,Salt Lake City,,,,,,,Brandon,Duckworth,Brandon J.,215.0,74.0,R,R,2001-08-07,2008-09-28,duckb001,duckwbr01
duncaco01,2001,1,36,3,1,0,0,0,0,1.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,1974.0,10.0,9.0,USA,AL,Mobile,,,,,,,Courtney,Duncan,Courtney Demond,185.0,72.0,L,R,2001-04-02,2002-06-01,duncc001,duncaco01
dunnad01,2001,1,66,244,54,64,18,1,19,43.0,4.0,2.0,38,74.0,2.0,4.0,0.0,0.0,4.0,1979.0,11.0,9.0,USA,TX,Houston,,,,,,,Adam,Dunn,Adam Troy,285.0,78.0,L,R,2001-07-20,2014-09-28,dunna001,dunnad01
dunstsh01,2001,1,88,186,26,52,10,3,9,25.0,3.0,1.0,2,32.0,0.0,2.0,2.0,1.0,2.0,1963.0,3.0,21.0,USA,NY,Brooklyn,,,,,,,Shawon,Dunston,Shawon Donnell,175.0,73.0,R,R,1985-04-09,2002-09-29,dunss001,dunstsh01
dunwoto01,2001,1,33,61,6,13,4,0,1,3.0,0.0,1.0,3,14.0,0.0,0.0,0.0,0.0,0.0,1975.0,4.0,11.0,USA,IN,Lafayette,,,,,,,Todd,Dunwoody,Todd Franklin,190.0,73.0,L,L,1997-05-10,2002-06-21,dunwt001,dunwoto01
durazer01,2001,1,92,175,34,47,11,0,12,38.0,0.0,0.0,28,49.0,1.0,2.0,0.0,2.0,1.0,1974.0,1.0,23.0,Mexico,Sonora,Hermosillo,,,,,,,Erubiel,Durazo,Erubiel,240.0,75.0,L,L,1999-07-26,2005-05-24,durae001,durazer01
durbich01,2001,1,29,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,12.0,3.0,USA,IL,Spring Valley,,,,,,,Chad,Durbin,Chad Griffin,225.0,74.0,R,R,1999-09-26,2013-05-30,durbc001,durbich01
durhara01,2001,1,152,611,104,163,42,10,20,65.0,23.0,10.0,64,110.0,3.0,4.0,6.0,6.0,10.0,1971.0,11.0,30.0,USA,NC,Charlotte,,,,,,,Ray,Durham,Ray,170.0,68.0,B,R,1995-04-26,2008-09-28,durhr001,durhara01
duvalmi01,2001,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,10.0,11.0,USA,VA,Warrenton,,,,,,,Mike,Duvall,Michael Alan,185.0,72.0,R,L,1998-09-22,2001-10-04,duvam001,duvalmi01
dyeje01,4002,3,158,599,91,169,31,1,26,106.0,9.0,1.0,57,112.0,6.0,7.0,1.0,11.0,8.0,1974.0,1.0,28.0,USA,CA,Oakland,,,,,,,Jermaine,Dye,Jermaine Terrell,210.0,76.0,R,R,1996-05-17,2009-10-04,dye-j001,dyeje01
easleda01,2001,1,154,585,77,146,27,7,11,65.0,10.0,5.0,52,90.0,3.0,13.0,4.0,4.0,10.0,1969.0,11.0,11.0,USA,NY,New York,,,,,,,Damion,Easley,Jacinto Damion,155.0,71.0,R,R,1992-08-13,2008-09-28,easld001,easleda01
eatonad01,2001,1,23,38,3,4,1,0,0,2.0,1.0,0.0,4,12.0,0.0,0.0,2.0,0.0,0.0,1977.0,11.0,23.0,USA,WA,Seattle,,,,,,,Adam,Eaton,Adam Thomas,190.0,74.0,R,R,2000-05-30,2009-08-24,eatoa001,eatonad01
echevan01,2001,1,75,133,12,34,11,0,5,13.0,0.0,1.0,8,29.0,0.0,3.0,0.0,1.0,2.0,1971.0,5.0,25.0,USA,CT,Bridgeport,,,,,,,Angel,Echevarria,Angel Santos,215.0,76.0,R,R,1996-07-15,2002-09-29,echea001,echevan01
eckstda01,2001,1,153,582,82,166,26,2,4,41.0,29.0,4.0,43,60.0,0.0,21.0,16.0,2.0,11.0,1975.0,1.0,20.0,USA,FL,Sanford,,,,,,,David,Eckstein,David Mark,170.0,66.0,R,R,2001-04-03,2010-10-03,ecksd001,eckstda01
edmonji01,2001,1,150,500,95,152,38,1,30,110.0,5.0,5.0,93,136.0,12.0,4.0,1.0,10.0,8.0,1970.0,6.0,27.0,USA,CA,Fullerton,,,,,,,Jim,Edmonds,James Patrick,190.0,73.0,L,L,1993-09-09,2010-09-21,edmoj001,edmonji01
eischjo01,2001,1,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,5.0,25.0,USA,CA,West Covina,,,,,,,Joey,Eischen,Joseph Raymond,190.0,73.0,L,L,1994-06-19,2006-05-29,eiscj001,eischjo01
elartsc01,4002,3,24,38,1,3,0,0,0,2.0,0.0,0.0,1,10.0,0.0,3.0,5.0,0.0,2.0,1976.0,2.0,23.0,USA,CO,Lamar,,,,,,,Scott,Elarton,Vincent Scott,240.0,79.0,R,R,1998-06-20,2008-06-28,elars001,elartsc01
eldreca01,2001,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1967.0,11.0,24.0,USA,IA,Cedar Rapids,,,,,,,Cal,Eldred,Calvin John,215.0,76.0,R,R,1991-09-24,2005-10-01,eldrc001,eldreca01
ellisro02,2001,1,19,26,2,4,0,0,0,1.0,0.0,0.0,1,12.0,0.0,0.0,1.0,0.0,0.0,1970.0,12.0,15.0,USA,LA,Baton Rouge,,,,,,,Robert,Ellis,Robert Randolph,220.0,77.0,R,R,1996-09-12,2003-08-16,ellir001,ellisro02
embreal01,4002,3,61,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,1.0,23.0,USA,OR,The Dalles,,,,,,,Alan,Embree,Alan Duane,185.0,74.0,L,L,1992-09-15,2009-07-10,embra001,embreal01
encarju01,2001,1,120,417,52,101,19,7,12,52.0,9.0,5.0,25,93.0,1.0,6.0,5.0,4.0,9.0,1976.0,3.0,8.0,D.R.,San Juan,Las Matas de Farfan,,,,,,,Juan,Encarnacion,Juan de Dios,160.0,74.0,R,R,1997-09-02,2007-08-30,encaj001,encarju01
encarma01,2001,1,20,62,3,14,1,0,0,3.0,2.0,1.0,5,14.0,0.0,0.0,0.0,0.0,3.0,1975.0,9.0,24.0,D.R.,Peravia,Bani,2005.0,10.0,3.0,Taiwan,,Danshuei,Mario,Encarnacion,Mario,210.0,74.0,R,R,2001-08-26,2002-04-14,encam001,encarma01
erdosto01,2001,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,11.0,21.0,USA,PA,Washington,,,,,,,Todd,Erdos,Todd Michael,205.0,73.0,R,R,1997-06-08,2001-10-05,erdot001,erdosto01
erstada01,2001,1,157,631,89,163,35,1,9,63.0,24.0,10.0,62,113.0,7.0,10.0,1.0,7.0,8.0,1974.0,6.0,4.0,USA,ND,Jamestown,,,,,,,Darin,Erstad,Darin Charles,195.0,74.0,L,L,1996-06-14,2009-10-04,erstd001,erstada01
escobal01,2001,1,18,50,3,10,1,0,3,8.0,1.0,0.0,3,19.0,0.0,0.0,0.0,0.0,1.0,1978.0,9.0,6.0,Venezuela,Carabobo,Valencia,,,,,,,Alex,Escobar,Alexander Jose,185.0,73.0,R,R,2001-05-08,2006-08-25,escoa002,escobal01
escobke01,2001,1,59,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1976.0,4.0,11.0,Venezuela,Vargas,La Guaira,,,,,,,Kelvim,Escobar,Kelvim Jose,205.0,73.0,R,R,1997-06-29,2009-06-06,escok001,escobke01
estalbo02,4002,3,32,97,12,19,5,1,3,10.0,0.0,0.0,12,30.0,2.0,2.0,0.0,0.0,2.0,1974.0,8.0,23.0,USA,FL,Hialeah,,,,,,,Bobby,Estalella,Robert M.,200.0,73.0,R,R,1996-09-17,2004-06-06,estab001,estalbo02
estessh01,2001,1,27,42,2,3,0,0,0,1.0,0.0,0.0,3,11.0,0.0,0.0,6.0,1.0,1.0,1973.0,2.0,18.0,USA,CA,San Bernardino,,,,,,,Shawn,Estes,Aaron Shawn,185.0,74.0,R,L,1995-09-16,2008-09-24,estes001,estessh01
estraho01,2001,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,10.0,19.0,Venezuela,Carabobo,San Joaquin,,,,,,,Horacio,Estrada,Horacio,185.0,73.0,L,L,1999-05-04,2001-07-21,estrh001,estraho01
estrajo01,2001,1,89,298,26,68,15,0,8,37.0,0.0,0.0,16,32.0,6.0,4.0,2.0,4.0,15.0,1976.0,6.0,27.0,USA,CA,Hayward,,,,,,,Johnny,Estrada,Johnny Pulado,209.0,71.0,B,R,2001-05-15,2008-07-24,estrj001,estrajo01
eusebto01,2001,1,59,154,16,39,8,0,5,14.0,0.0,0.0,17,34.0,3.0,3.0,0.0,0.0,2.0,1967.0,4.0,27.0,D.R.,San Pedro de Macoris,Los Llanos,,,,,,,Tony,Eusebio,Raul Antonio Bare,180.0,74.0,R,R,1991-08-08,2001-10-07,euset001,eusebto01
everead01,2001,1,9,3,1,0,0,0,0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1977.0,2.0,2.0,USA,GA,Austell,,,,,,,Adam,Everett,Jeffrey Adam,180.0,72.0,R,R,2001-08-30,2011-06-26,evera001,everead01
evereca01,2001,1,102,409,61,105,24,4,14,58.0,9.0,2.0,27,104.0,3.0,13.0,0.0,0.0,3.0,1971.0,6.0,3.0,USA,FL,Tampa,,,,,,,Carl,Everett,Carl Edward,181.0,72.0,B,R,1993-07-01,2006-07-25,everc001,evereca01
eyresc01,2001,1,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,5.0,30.0,USA,CA,Inglewood,,,,,,,Scott,Eyre,Scott Alan,160.0,73.0,L,L,1997-08-01,2009-10-04,eyres001,eyresc01
fabrejo01,2001,1,53,148,9,33,4,2,2,16.0,0.0,0.0,3,15.0,0.0,0.0,4.0,2.0,5.0,1970.0,3.0,13.0,USA,FL,Miami,,,,,,,Jorge,Fabregas,Jorge,205.0,75.0,L,R,1994-04-24,2002-09-27,fabrj001,fabrejo01
farnsky01,2001,1,76,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1976.0,4.0,14.0,USA,KS,Wichita,,,,,,,Kyle,Farnsworth,Kyle Lynn,230.0,76.0,R,R,1999-04-29,2014-06-25,farnk001,farnsky01
fasansa01,6003,6,39,85,12,17,5,0,3,9.0,0.0,0.0,5,31.0,0.0,4.0,2.0,0.0,3.0,1971.0,8.0,10.0,USA,IL,Chicago,,,,,,,Sal,Fasano,Salvatore Frank,220.0,74.0,R,R,1996-04-03,2008-09-14,fasas001,fasansa01
fasseje01,2001,1,82,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1963.0,1.0,5.0,USA,IL,Springfield,,,,,,,Jeff,Fassero,Jeffrey Joseph,180.0,73.0,L,L,1991-05-04,2006-05-07,fassj001,fasseje01
febleca01,2001,1,79,292,45,69,9,2,8,25.0,5.0,2.0,22,58.0,0.0,1.0,1.0,1.0,7.0,1976.0,5.0,24.0,D.R.,El Seibo,El Seibo,,,,,,,Carlos,Febles,Carlos Manuel,170.0,71.0,R,R,1998-09-14,2003-08-10,feblc001,febleca01
felizpe01,2001,1,94,220,23,50,9,1,7,22.0,2.0,1.0,10,50.0,2.0,2.0,3.0,3.0,5.0,1975.0,4.0,27.0,D.R.,Azua,Azua,,,,,,,Pedro,Feliz,Pedro Julio,210.0,73.0,R,R,2000-09-05,2010-10-03,felip001,felizpe01
fernaja01,2001,1,5,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,2.0,2.0,USA,UT,Salt Lake City,,,,,,,Jared,Fernandez,Jared Wade,223.0,74.0,R,R,2001-09-19,2006-05-11,fernj002,fernaja01
fernajo01,2001,1,13,25,1,2,1,0,0,0.0,0.0,1.0,2,10.0,0.0,0.0,0.0,0.0,0.0,1974.0,11.0,2.0,D.R.,La Vega,La Vega,,,,,,,Jose,Fernandez,Jose Mayobanex,220.0,75.0,R,R,1999-07-03,2001-09-29,fernj001,fernajo01
fernaos01,2001,1,20,19,1,1,0,0,0,0.0,0.0,0.0,1,8.0,0.0,0.0,3.0,0.0,0.0,1966.0,11.0,4.0,Cuba,Holguin,Holguin,,,,,,,Osvaldo,Fernandez,Osvaldo,190.0,74.0,R,R,1996-04-05,2001-08-08,ferno001,fernaos01
fernato01,4002,3,76,123,11,36,4,0,2,15.0,1.0,3.0,8,17.0,0.0,1.0,1.0,1.0,3.0,1962.0,6.0,30.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Tony,Fernandez,Octavio Antonio,165.0,74.0,B,R,1983-09-02,2001-10-07,fernt001,fernato01
fettemi01,4002,3,54,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1964.0,12.0,19.0,USA,CA,Van Nuys,,,,,,,Mike,Fetters,Michael Lee,200.0,76.0,R,R,1989-09-01,2004-09-16,fettm001,fettemi01
fickro01,2001,1,124,401,62,109,21,2,19,61.0,0.0,3.0,39,62.0,3.0,4.0,0.0,4.0,10.0,1974.0,3.0,15.0,USA,CA,Torrance,,,,,,,Robert,Fick,Robert Charles John,189.0,73.0,L,R,1998-09-19,2007-09-29,fickr001,fickro01
figuelu01,2001,1,4,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,2.0,16.0,P.R.,,Bayamon,,,,,,,Luis,Figueroa,Luis R.,165.0,69.0,B,R,2001-06-27,2007-06-25,figul001,figuelu01
figuene01,2001,1,19,24,4,6,1,0,0,1.0,0.0,0.0,1,11.0,0.0,0.0,1.0,0.0,0.0,1974.0,5.0,18.0,USA,NY,Brooklyn,,,,,,,Nelson,Figueroa,Nelson,185.0,73.0,B,R,2000-06-03,2011-05-09,figun001,figuene01
fikacje01,2001,1,23,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,4.0,8.0,USA,TX,Shiner,,,,,,,Jeremy,Fikac,Jeremy Joseph,185.0,74.0,R,R,2001-08-16,2004-06-19,fikaj001,fikacje01
filebo01,2001,1,60,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,1.0,28.0,USA,PA,Philadelphia,,,,,,,Bob,File,Robert Michael,215.0,76.0,R,R,2001-04-14,2004-09-30,fileb001,filebo01
finlech01,2001,1,22,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1962.0,11.0,26.0,USA,LA,Monroe,,,,,,,Chuck,Finley,Charles Edward,220.0,78.0,L,L,1986-05-29,2002-09-28,finlc001,finlech01
finlest01,2001,1,140,495,66,136,27,4,14,73.0,11.0,7.0,47,67.0,9.0,1.0,2.0,3.0,8.0,1965.0,3.0,12.0,USA,TN,Union City,,,,,,,Steve,Finley,Steven Allen,175.0,74.0,L,L,1989-04-03,2007-06-03,finls001,finlest01
fioreto01,4002,3,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,10.0,12.0,USA,IL,Oak Park,,,,,,,Tony,Fiore,Anthony James,210.0,76.0,R,R,2000-08-27,2003-06-16,fiort001,fioreto01
flahejo01,2001,1,78,248,20,59,17,1,4,29.0,1.0,0.0,10,33.0,1.0,1.0,5.0,1.0,9.0,1967.0,10.0,21.0,USA,NY,New York,,,,,,,John,Flaherty,John Timothy,195.0,73.0,R,R,1992-04-12,2005-10-01,flahj001,flahejo01
fletcda01,2001,1,134,416,36,94,20,0,11,56.0,0.0,1.0,24,43.0,4.0,6.0,1.0,6.0,18.0,1966.0,10.0,3.0,USA,IL,Elmhurst,,,,,,,Darrin,Fletcher,Darrin Glen,195.0,74.0,L,R,1989-09-10,2002-07-16,fletd001,fletcda01
floribr01,2001,1,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,5.0,21.0,USA,SC,Charleston,,,,,,,Bryce,Florie,Bryce Bettencourt,185.0,72.0,R,R,1994-07-17,2001-07-21,florb001,floribr01
floydcl01,2001,1,149,555,123,176,44,4,31,103.0,18.0,3.0,59,101.0,19.0,10.0,0.0,5.0,9.0,1972.0,12.0,5.0,USA,IL,Chicago,,,,,,,Cliff,Floyd,Cornelius Clifford,220.0,77.0,L,R,1993-09-18,2009-06-17,floyc001,floydcl01
foggjo01,2001,1,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1976.0,12.0,13.0,USA,MA,Lynn,,,,,,,Josh,Fogg,Joshua Smith,205.0,74.0,R,R,2001-09-02,2009-10-04,foggj001,foggjo01
forbepj01,2001,1,3,7,1,2,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1967.0,9.0,22.0,USA,KS,Pittsburg,,,,,,,P. J.,Forbes,Patrick Joseph,160.0,70.0,R,R,1998-07-21,2001-10-07,forbp001,forbep.01
fordybr01,2001,1,95,292,30,61,18,0,5,19.0,1.0,2.0,21,56.0,1.0,3.0,3.0,1.0,7.0,1970.0,5.0,7.0,USA,CT,New London,,,,,,,Brook,Fordyce,Brook Alexander,185.0,73.0,R,R,1995-04-26,2004-10-02,fordb001,fordybr01
fossuca01,2001,1,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1978.0,1.0,6.0,USA,NJ,Cherry Hill,,,,,,,Casey,Fossum,Casey Paul,160.0,73.0,L,L,2001-07-28,2009-04-26,fossc001,fossuca01
fosteke01,2001,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1969.0,1.0,13.0,USA,IL,Evanston,2008.0,10.0,11.0,USA,OK,Oklahoma City,Kevin,Foster,Kevin Christopher,160.0,73.0,R,R,1993-09-12,2001-08-21,fostk001,fosteke01
fostekr01,2001,1,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,8.0,30.0,USA,NJ,Riverdale,,,,,,,Kris,Foster,John Kristian,200.0,73.0,R,R,2001-08-03,2001-10-05,fostk002,fostekr01
foulkke01,2001,1,72,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,10.0,19.0,USA,SD,Ellsworth Air Force Base,,,,,,,Keith,Foulke,Keith Charles,195.0,72.0,R,R,1997-05-21,2008-09-18,foulk001,foulkke01
foxan01,2001,1,54,81,8,15,0,1,3,7.0,1.0,0.0,15,17.0,1.0,2.0,0.0,0.0,2.0,1971.0,1.0,12.0,USA,CA,Sacramento,,,,,,,Andy,Fox,Andrew Junipero,205.0,76.0,L,R,1996-04-07,2004-10-03,fox-a001,foxan01
foxch02,2001,1,65,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1970.0,9.0,3.0,USA,CA,Coronado,,,,,,,Chad,Fox,Chad Douglas,180.0,74.0,R,R,1997-07-13,2009-05-09,fox-c001,foxch02
francjo01,2001,1,58,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,9.0,17.0,USA,NY,Brooklyn,,,,,,,John,Franco,John Anthony,170.0,70.0,L,L,1984-04-24,2005-07-01,franj001,francjo01
francju01,2001,1,25,90,13,27,4,0,3,11.0,0.0,0.0,10,20.0,1.0,1.0,0.0,0.0,3.0,1958.0,8.0,23.0,D.R.,Hato Mayor,Hato Mayor del Rey,,,,,,,Julio,Franco,Julio Cesar,160.0,72.0,R,R,1982-04-23,2007-09-17,franj002,francju01
frankry01,2001,1,38,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,3.0,5.0,USA,AR,Fort Smith,,,,,,,Ryan,Franklin,Ryan Ray,190.0,75.0,R,R,1999-05-15,2011-06-28,franr001,frankry01
frankwa01,2001,1,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,3.0,9.0,USA,DE,Wilmington,,,,,,,Wayne,Franklin,Gary Wayne,195.0,74.0,L,L,2000-07-24,2006-09-30,franw001,frankwa01
frascjo01,2001,1,12,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,2.0,4.0,USA,NY,Ozone Park,,,,,,,John,Frascatore,John Vincent,200.0,73.0,R,R,1994-07-21,2001-05-09,frasj001,frascjo01
freelry01,2001,1,9,22,1,6,1,0,0,3.0,2.0,1.0,1,4.0,0.0,1.0,0.0,0.0,0.0,1976.0,3.0,8.0,USA,FL,Jacksonville,2012.0,12.0,22.0,USA,FL,Jacksonville,Ryan,Freel,Ryan Paul,185.0,70.0,R,R,2001-04-04,2009-08-04,freer001,freelry01
fryeje01,2001,1,74,175,24,43,6,1,2,15.0,2.0,1.0,12,18.0,0.0,3.0,4.0,0.0,2.0,1966.0,8.0,31.0,USA,CA,Oakland,,,,,,,Jeff,Frye,Jeffrey Dustin,180.0,69.0,R,R,1992-07-09,2001-09-20,fryej001,fryeje01
frymatr01,2001,1,98,334,34,88,15,0,3,38.0,1.0,2.0,30,63.0,1.0,3.0,0.0,3.0,8.0,1969.0,3.0,25.0,USA,KY,Lexington,,,,,,,Travis,Fryman,David Travis,180.0,73.0,R,R,1990-07-07,2002-09-29,frymt001,frymatr01
fuentbr01,2001,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,8.0,9.0,USA,CA,Merced,,,,,,,Brian,Fuentes,Brian Christopher,230.0,76.0,L,L,2001-06-02,2012-08-08,fuenb001,fuentbr01
fullmbr01,2001,1,146,522,71,143,31,2,18,83.0,5.0,2.0,38,88.0,8.0,6.0,0.0,7.0,13.0,1975.0,1.0,17.0,USA,CA,Chatsworth,,,,,,,Brad,Fullmer,Bradley Ryan,185.0,73.0,L,R,1997-09-02,2004-07-24,fullb001,fullmbr01
fultzaa01,2001,1,66,5,1,2,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,9.0,4.0,USA,TN,Memphis,,,,,,,Aaron,Fultz,Richard Aaron,196.0,72.0,L,L,2000-04-05,2007-09-30,fulta001,fultzaa01
furcara01,2001,1,79,324,39,89,19,0,4,30.0,22.0,6.0,24,56.0,1.0,1.0,4.0,6.0,5.0,1977.0,10.0,24.0,D.R.,Dajabon,Loma de Cabrera,,,,,,,Rafael,Furcal,Rafael,195.0,68.0,B,R,2000-04-04,2014-06-21,furcr001,furcara02
fyhrimi01,4002,3,18,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1969.0,12.0,9.0,USA,CA,Long Beach,,,,,,,Mike,Fyhrie,Michael Edwin,190.0,74.0,R,R,1996-09-14,2002-09-28,fyhrm001,fyhrimi01
gagneer01,2001,1,33,44,3,6,2,1,1,2.0,0.0,1.0,1,13.0,0.0,0.0,6.0,0.0,2.0,1976.0,1.0,7.0,CAN,QC,Montreal,,,,,,,Eric,Gagne,Eric Serge,195.0,74.0,R,R,1999-09-07,2008-09-25,gagne001,gagneer01
galaran01,4002,3,121,399,50,102,28,1,17,69.0,1.0,3.0,31,117.0,2.0,12.0,0.0,3.0,12.0,1961.0,6.0,18.0,Venezuela,Distrito Federal,Caracas,,,,,,,Andres,Galarraga,Andres Jose,235.0,75.0,R,R,1985-08-23,2004-10-03,galaa001,galaran01
gandagu01,2001,1,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,7.0,19.0,USA,FL,Coral Gables,,,,,,,Gus,Gandarillas,Gustavo,190.0,72.0,R,R,2001-07-17,2001-10-05,gandg001,gandagu01
gantro01,4002,3,93,252,46,65,13,3,10,35.0,5.0,1.0,35,80.0,2.0,0.0,2.0,3.0,0.0,1965.0,3.0,2.0,USA,TX,Victoria,,,,,,,Ron,Gant,Ronald Edwin,172.0,72.0,R,R,1987-09-06,2003-05-25,gantr001,gantro01
garceri01,2001,1,62,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1971.0,5.0,18.0,Venezuela,Aragua,Maracay,,,,,,,Rich,Garces,Richard Aron,250.0,72.0,R,R,1990-09-18,2002-07-20,garcr001,garceri01
garcifr02,2001,1,34,7,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,2.0,0.0,0.0,1976.0,10.0,6.0,Venezuela,Distrito Federal,Caracas,,,,,,,Freddy,Garcia,Freddy Antonio,250.0,76.0,R,R,1999-04-07,2013-09-24,garcf002,garcifr03
garcije01,2001,1,22,5,3,1,0,0,0,0.0,6.0,2.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1973.0,9.0,24.0,USA,TX,Corpus Christi,,,,,,,Jesse,Garcia,Jesus Jesse,155.0,70.0,R,R,1999-04-05,2005-05-08,garcj001,garcije01
garcika01,2001,1,20,45,8,14,3,0,5,9.0,0.0,0.0,3,13.0,0.0,1.0,0.0,1.0,1.0,1975.0,10.0,29.0,Mexico,Sonora,Ciudad Obregon,,,,,,,Karim,Garcia,Gustavo Karim,210.0,72.0,L,L,1995-09-02,2004-08-24,garck002,garcika01
garcino01,2001,1,21,83,13,24,3,0,4,8.0,0.0,1.0,7,9.0,0.0,1.0,0.0,0.0,1.0,1973.0,7.0,23.0,USA,CA,Whittier,,,,,,,Nomar,Garciaparra,Anthony Nomar,165.0,72.0,R,R,1996-08-31,2009-10-04,garcn001,garcino01
gardnma01,2001,1,23,21,1,0,0,0,0,1.0,0.0,0.0,1,8.0,0.0,0.0,4.0,0.0,0.0,1962.0,3.0,1.0,USA,CA,Los Angeles,,,,,,,Mark,Gardner,Mark Allan,190.0,73.0,R,R,1989-05-16,2001-10-07,gardm001,gardnma01
garlajo01,2001,1,35,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1979.0,9.0,27.0,USA,CA,Valencia,,,,,,,Jon,Garland,Jon Steven,210.0,78.0,R,R,2000-07-04,2013-06-05,garlj001,garlajo01
georgch02,2001,1,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,9.0,16.0,USA,TX,Houston,,,,,,,Chris,George,Christopher Coleman,200.0,74.0,L,L,2001-07-26,2004-09-30,georc002,georgch02
