playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
chacosh01,2001,1,COL,NL,27,47,2,2,0,0,0,1.0,0.0,0.0,0,22.0,0.0,1.0,7.0,0.0,1.0
charlno01,2001,1,SEA,AL,44,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
chaveen01,2001,1,KCA,AL,29,77,4,16,2,0,0,5.0,0.0,2.0,3,8.0,0.0,0.0,0.0,0.0,3.0
chaveer01,2001,1,OAK,AL,151,552,91,159,43,0,32,114.0,8.0,2.0,41,99.0,9.0,4.0,0.0,7.0,7.0
chenbr01,2001,1,PHI,NL,16,28,1,3,0,0,0,0.0,0.0,0.0,0,10.0,0.0,0.0,3.0,0.0,0.0
chenbr01,2001,2,NYN,NL,11,19,0,3,0,0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,2.0,0.0,1.0
chiassc01,2001,1,CHN,NL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
choatra01,2001,1,NYA,AL,37,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
chouibo01,2001,1,COL,NL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
chrisja01,2001,1,SLN,NL,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
chrisja01,2001,2,SFN,NL,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
chrismc01,2001,1,CHA,AL,7,4,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,1.0,0.0,0.0,0.0
chrismc01,2001,2,LAN,NL,28,49,7,16,2,0,1,7.0,3.0,2.0,3,10.0,0.0,3.0,0.0,0.0,0.0
chrisry01,2001,1,OAK,AL,7,4,1,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
chrisry01,2001,2,ARI,NL,19,4,3,1,1,0,0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
christi01,2001,1,COL,NL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
cintral01,2001,1,ARI,NL,8,7,0,2,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
cirilje01,2001,1,COL,NL,138,528,72,165,26,4,17,83.0,12.0,2.0,43,63.0,6.0,5.0,1.0,9.0,15.0
clappst01,2001,1,SLN,NL,23,25,0,5,2,0,0,1.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0
clarkbr02,2001,1,CIN,NL,89,129,22,34,3,0,6,18.0,4.0,1.0,22,16.0,1.0,1.0,4.0,1.0,6.0
clarkje02,2001,1,DET,AL,3,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
clarkto02,2001,1,DET,AL,126,428,67,123,29,3,16,75.0,0.0,1.0,62,108.0,10.0,1.0,0.0,6.0,14.0
claytro01,2001,1,CHA,AL,135,433,62,114,21,4,9,60.0,10.0,7.0,33,72.0,2.0,3.0,9.0,7.0,16.0
clemema01,2001,1,FLO,NL,32,50,2,4,0,0,0,0.0,0.0,0.0,3,18.0,0.0,0.0,8.0,0.0,0.0
clemero02,2001,1,NYA,AL,33,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
cocopa01,2001,1,TOR,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
coganto01,2001,1,KCA,AL,39,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
coggida01,2001,1,PHI,NL,17,33,1,2,1,0,0,1.0,0.0,0.0,2,13.0,0.0,0.0,1.0,0.0,0.0
colanmi01,2001,1,SDN,NL,50,91,10,22,3,3,2,8.0,0.0,0.0,8,30.0,0.0,1.0,0.0,0.0,3.0
colbrgr01,2001,1,ARI,NL,59,97,12,28,8,0,4,18.0,0.0,0.0,9,14.0,0.0,4.0,0.0,0.0,5.0
colemmi01,2001,1,NYA,AL,12,38,5,8,0,0,1,7.0,0.0,1.0,0,15.0,0.0,0.0,0.0,1.0,0.0
collilo01,2001,1,MIL,NL,50,127,19,32,8,1,2,14.0,5.0,1.0,17,30.0,0.0,1.0,1.0,2.0,0.0
colomje01,2001,1,TBA,AL,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
colonba01,2001,1,CLE,AL,34,7,0,1,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
coneda01,2001,1,BOS,AL,25,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
coninje01,2001,1,BAL,AL,139,524,75,163,23,2,14,97.0,12.0,8.0,64,75.0,6.0,5.0,0.0,8.0,12.0
contija01,2001,1,ARI,NL,5,4,1,1,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
cookde01,2001,1,NYN,NL,43,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
cookde01,2001,2,PHI,NL,19,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
coolbmi01,2001,1,MIL,NL,39,70,10,14,6,0,2,7.0,0.0,0.0,5,16.0,0.0,2.0,0.0,0.0,3.0
coomero01,2001,1,CHN,NL,111,349,25,91,19,1,8,53.0,0.0,0.0,29,70.0,1.0,2.0,0.0,6.0,23.0
coopebr01,2001,1,ANA,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
coppiro01,2001,1,MIL,NL,8,5,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
coraal01,2001,1,LAN,NL,134,405,38,88,18,3,4,29.0,0.0,2.0,31,58.0,6.0,8.0,3.0,2.0,16.0
cordefr01,2001,1,TEX,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
cordewi01,2001,1,CLE,AL,89,268,30,67,11,1,4,21.0,0.0,0.0,22,50.0,2.0,4.0,2.0,3.0,8.0
cordoma01,2001,1,CLE,AL,122,409,61,123,20,2,20,69.0,0.0,3.0,23,81.0,0.0,8.0,0.0,2.0,9.0
coreyma02,2001,1,NYN,NL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
cormirh01,2001,1,PHI,NL,60,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
cornena01,2001,1,DET,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
cotahu01,2001,1,PIT,NL,7,9,0,2,0,0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
counscr01,2001,1,ARI,NL,141,458,76,126,22,3,4,38.0,6.0,8.0,61,76.0,3.0,2.0,6.0,6.0,9.0
coxst01,2001,1,TBA,AL,108,342,37,88,22,0,12,51.0,2.0,2.0,24,75.0,0.0,10.0,0.0,2.0,11.0
crabtti01,2001,1,TEX,AL,21,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
crawfpa02,2001,1,BOS,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
credejo01,2001,1,CHA,AL,17,50,1,11,1,1,0,7.0,1.0,0.0,3,11.0,0.0,1.0,0.0,1.0,1.0
creekdo01,2001,1,TBA,AL,66,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
crespce01,2001,1,SDN,NL,55,153,27,32,6,0,4,12.0,6.0,2.0,25,50.0,0.0,0.0,1.0,0.0,2.0
crespfe01,2001,1,SFN,NL,40,66,8,13,1,0,4,10.0,1.0,1.0,7,26.0,1.0,2.0,1.0,2.0,2.0
crespfe01,2001,2,PHI,NL,33,41,1,7,3,1,0,5.0,0.0,0.0,4,8.0,0.0,0.0,0.0,2.0,0.0
cressja01,2001,1,MIN,AL,44,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
cromedt01,2001,1,CIN,NL,50,57,7,16,3,0,5,12.0,0.0,0.0,3,19.0,0.0,0.0,0.0,3.0,0.0
cruzde01,2001,1,DET,AL,110,414,39,106,28,1,7,52.0,4.0,1.0,17,46.0,0.0,4.0,1.0,2.0,13.0
cruzja01,2001,1,CLE,AL,28,68,12,15,4,0,3,11.0,0.0,2.0,5,23.0,0.0,3.0,0.0,0.0,3.0
cruzja01,2001,2,COL,NL,44,76,7,16,1,0,1,7.0,0.0,2.0,10,27.0,0.0,1.0,1.0,2.0,1.0
cruzjo02,2001,1,TOR,AL,146,577,92,158,38,4,34,88.0,32.0,5.0,45,138.0,4.0,1.0,2.0,2.0,8.0
cruzju02,2001,1,CHN,NL,11,16,0,2,0,0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,2.0,0.0,1.0
cruzne01,2001,1,HOU,NL,66,6,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
cubilda01,2001,1,MON,NL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
cuddymi01,2001,1,MIN,AL,8,18,1,4,2,0,0,1.0,1.0,0.0,2,6.0,0.0,0.0,0.0,0.0,1.0
cummimi01,2001,1,ARI,NL,20,20,1,6,1,0,0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,1.0,2.0
cunnawi01,2001,1,MIL,NL,32,7,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
curtich01,2001,1,TEX,AL,38,115,24,29,3,0,3,10.0,7.0,1.0,14,21.0,0.0,1.0,0.0,0.0,3.0
custja01,2001,1,ARI,NL,3,2,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
daalom01,2001,1,PHI,NL,32,55,7,13,1,0,0,5.0,0.0,0.0,1,10.0,0.0,0.0,7.0,0.0,4.0
dalesma01,2001,1,CHA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
damicje01,2001,1,MIL,NL,10,15,0,1,0,1,0,0.0,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,0.0
damonjo01,2001,1,OAK,AL,155,644,108,165,34,4,9,49.0,27.0,12.0,61,70.0,1.0,5.0,5.0,4.0,7.0
darenvi01,2001,1,FLO,NL,59,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
darrmi02,2001,1,SDN,NL,105,289,36,80,13,1,2,34.0,6.0,2.0,39,72.0,3.0,1.0,0.0,2.0,8.0
daubabr01,2001,1,BOS,AL,122,407,54,107,28,3,22,71.0,1.0,0.0,53,108.0,7.0,5.0,1.0,6.0,10.0
davanje02,2001,1,ANA,AL,40,88,7,17,2,1,5,9.0,1.0,3.0,11,29.0,0.0,0.0,0.0,1.0,1.0
davenjo01,2001,1,COL,NL,7,1,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
daveyto01,2001,1,SDN,NL,39,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
davisbe01,2001,1,SDN,NL,138,448,56,107,20,0,11,57.0,4.0,4.0,66,112.0,5.0,4.0,1.0,7.0,13.0
davisdo02,2001,1,TEX,AL,30,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
daviser01,2001,1,SFN,NL,74,156,17,32,7,3,4,22.0,1.0,1.0,13,38.0,0.0,1.0,0.0,1.0,4.0
daviska01,2001,1,COL,NL,57,5,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
davisla01,2001,1,CIN,NL,21,33,3,4,1,0,0,2.0,0.0,0.0,0,15.0,0.0,0.0,4.0,0.0,0.0
davisru01,2001,1,SFN,NL,53,167,16,43,13,1,7,17.0,1.0,0.0,17,49.0,2.0,1.0,2.0,2.0,5.0
dejeami01,2001,1,MIL,NL,75,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
delarto01,2001,1,MON,NL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
delgaca01,2001,1,TOR,AL,162,574,102,160,31,1,39,102.0,3.0,0.0,111,136.0,22.0,16.0,0.0,3.0,9.0
delgawi01,2001,1,KCA,AL,14,25,1,3,0,0,0,1.0,0.0,0.0,3,10.0,0.0,0.0,0.0,0.0,1.0
delluda01,2001,1,ARI,NL,115,217,28,60,10,2,10,40.0,2.0,1.0,22,52.0,4.0,2.0,0.0,0.0,2.0
delosva01,2001,1,MIL,NL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
dempsry01,2001,1,FLO,NL,34,61,1,3,1,0,0,0.0,0.0,0.0,1,29.0,0.0,0.0,16.0,0.0,0.0
derosma01,2001,1,ATL,NL,66,164,27,47,8,0,3,20.0,2.0,1.0,12,19.0,6.0,5.0,1.0,2.0,3.0
deshide01,2001,1,BAL,AL,58,188,29,37,8,2,3,21.0,11.0,1.0,31,42.0,1.0,1.0,1.0,1.0,3.0
deshide01,2001,2,CHN,NL,68,163,26,45,9,3,2,16.0,12.0,1.0,28,35.0,0.0,0.0,3.0,1.0,5.0
desseel01,2001,1,CIN,NL,35,57,3,11,1,0,0,2.0,0.0,0.0,3,12.0,0.0,0.0,10.0,0.0,0.0
dewitma01,2001,1,TOR,AL,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
diazei01,2001,1,CLE,AL,134,437,54,121,34,1,4,56.0,1.0,2.0,17,44.0,0.0,16.0,8.0,0.0,11.0
dickera01,2001,1,TEX,AL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
difelmi01,2001,1,TBA,AL,48,149,13,31,5,1,2,9.0,1.0,1.0,8,39.0,0.0,3.0,2.0,2.0,3.0
difelmi01,2001,2,ARI,NL,12,21,1,1,0,0,0,1.0,0.0,0.0,0,10.0,0.0,1.0,1.0,0.0,0.0
dingmcr01,2001,1,COL,NL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
donnech01,2001,1,LAN,NL,66,88,8,15,2,0,3,8.0,0.0,0.0,12,25.0,2.0,1.0,0.0,0.0,2.0
doteloc01,2001,1,HOU,NL,61,11,0,1,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
douglse01,2001,1,BAL,AL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
dranske01,2001,1,TEX,AL,4,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
dreifda01,2001,1,LAN,NL,16,33,4,5,2,0,1,2.0,1.0,0.0,1,20.0,0.0,0.0,3.0,0.0,0.0
dresery01,2001,1,CLE,AL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
drewjd01,2001,1,SLN,NL,109,375,80,121,18,5,27,73.0,13.0,3.0,57,75.0,4.0,4.0,3.0,4.0,6.0
drewti01,2001,1,CLE,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
duceyro01,2001,1,PHI,NL,30,27,4,6,1,0,1,4.0,0.0,0.0,6,11.0,0.0,0.0,1.0,0.0,0.0
duceyro01,2001,2,MON,NL,27,46,6,11,2,0,2,8.0,0.0,1.0,10,14.0,0.0,1.0,1.0,1.0,0.0
duchsju01,2001,1,TEX,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
duckwbr01,2001,1,PHI,NL,11,22,1,5,1,0,0,1.0,0.0,0.0,2,4.0,0.0,0.0,2.0,0.0,1.0
duncaco01,2001,1,CHN,NL,36,3,1,0,0,0,0,1.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0
dunnad01,2001,1,CIN,NL,66,244,54,64,18,1,19,43.0,4.0,2.0,38,74.0,2.0,4.0,0.0,0.0,4.0
dunstsh01,2001,1,SFN,NL,88,186,26,52,10,3,9,25.0,3.0,1.0,2,32.0,0.0,2.0,2.0,1.0,2.0
dunwoto01,2001,1,CHN,NL,33,61,6,13,4,0,1,3.0,0.0,1.0,3,14.0,0.0,0.0,0.0,0.0,0.0
durazer01,2001,1,ARI,NL,92,175,34,47,11,0,12,38.0,0.0,0.0,28,49.0,1.0,2.0,0.0,2.0,1.0
durbich01,2001,1,KCA,AL,29,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
durhara01,2001,1,CHA,AL,152,611,104,163,42,10,20,65.0,23.0,10.0,64,110.0,3.0,4.0,6.0,6.0,10.0
duvalmi01,2001,1,MIN,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
dyeje01,2001,1,KCA,AL,97,367,50,100,14,0,13,47.0,7.0,1.0,30,68.0,3.0,6.0,1.0,6.0,2.0
dyeje01,2001,2,OAK,AL,61,232,41,69,17,1,13,59.0,2.0,0.0,27,44.0,3.0,1.0,0.0,5.0,6.0
easleda01,2001,1,DET,AL,154,585,77,146,27,7,11,65.0,10.0,5.0,52,90.0,3.0,13.0,4.0,4.0,10.0
eatonad01,2001,1,SDN,NL,23,38,3,4,1,0,0,2.0,1.0,0.0,4,12.0,0.0,0.0,2.0,0.0,0.0
echevan01,2001,1,MIL,NL,75,133,12,34,11,0,5,13.0,0.0,1.0,8,29.0,0.0,3.0,0.0,1.0,2.0
eckstda01,2001,1,ANA,AL,153,582,82,166,26,2,4,41.0,29.0,4.0,43,60.0,0.0,21.0,16.0,2.0,11.0
edmonji01,2001,1,SLN,NL,150,500,95,152,38,1,30,110.0,5.0,5.0,93,136.0,12.0,4.0,1.0,10.0,8.0
eischjo01,2001,1,MON,NL,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
elartsc01,2001,1,HOU,NL,20,30,1,2,0,0,0,2.0,0.0,0.0,1,8.0,0.0,3.0,5.0,0.0,1.0
elartsc01,2001,2,COL,NL,4,8,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0
eldreca01,2001,1,CHA,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ellisro02,2001,1,ARI,NL,19,26,2,4,0,0,0,1.0,0.0,0.0,1,12.0,0.0,0.0,1.0,0.0,0.0
embreal01,2001,1,SFN,NL,22,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
embreal01,2001,2,CHA,AL,39,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
encarju01,2001,1,DET,AL,120,417,52,101,19,7,12,52.0,9.0,5.0,25,93.0,1.0,6.0,5.0,4.0,9.0
encarma01,2001,1,COL,NL,20,62,3,14,1,0,0,3.0,2.0,1.0,5,14.0,0.0,0.0,0.0,0.0,3.0
erdosto01,2001,1,BOS,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
erstada01,2001,1,ANA,AL,157,631,89,163,35,1,9,63.0,24.0,10.0,62,113.0,7.0,10.0,1.0,7.0,8.0
escobal01,2001,1,NYN,NL,18,50,3,10,1,0,3,8.0,1.0,0.0,3,19.0,0.0,0.0,0.0,0.0,1.0
escobke01,2001,1,TOR,AL,59,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
estalbo02,2001,1,SFN,NL,29,93,11,19,5,1,3,10.0,0.0,0.0,11,28.0,2.0,1.0,0.0,0.0,2.0
estalbo02,2001,2,NYA,AL,3,4,1,0,0,0,0,0.0,0.0,0.0,1,2.0,0.0,1.0,0.0,0.0,0.0
estessh01,2001,1,SFN,NL,27,42,2,3,0,0,0,1.0,0.0,0.0,3,11.0,0.0,0.0,6.0,1.0,1.0
estraho01,2001,1,COL,NL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
estrajo01,2001,1,PHI,NL,89,298,26,68,15,0,8,37.0,0.0,0.0,16,32.0,6.0,4.0,2.0,4.0,15.0
eusebto01,2001,1,HOU,NL,59,154,16,39,8,0,5,14.0,0.0,0.0,17,34.0,3.0,3.0,0.0,0.0,2.0
everead01,2001,1,HOU,NL,9,3,1,0,0,0,0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
evereca01,2001,1,BOS,AL,102,409,61,105,24,4,14,58.0,9.0,2.0,27,104.0,3.0,13.0,0.0,0.0,3.0
eyresc01,2001,1,TOR,AL,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
fabrejo01,2001,1,ANA,AL,53,148,9,33,4,2,2,16.0,0.0,0.0,3,15.0,0.0,0.0,4.0,2.0,5.0
farnsky01,2001,1,CHN,NL,76,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
fasansa01,2001,1,OAK,AL,11,21,2,1,0,0,0,0.0,0.0,0.0,1,12.0,0.0,1.0,0.0,0.0,1.0
fasansa01,2001,2,KCA,AL,3,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
fasansa01,2001,3,COL,NL,25,63,10,16,5,0,3,9.0,0.0,0.0,4,19.0,0.0,3.0,2.0,0.0,1.0
fasseje01,2001,1,CHN,NL,82,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
febleca01,2001,1,KCA,AL,79,292,45,69,9,2,8,25.0,5.0,2.0,22,58.0,0.0,1.0,1.0,1.0,7.0
felizpe01,2001,1,SFN,NL,94,220,23,50,9,1,7,22.0,2.0,1.0,10,50.0,2.0,2.0,3.0,3.0,5.0
fernaja01,2001,1,CIN,NL,5,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
fernajo01,2001,1,ANA,AL,13,25,1,2,1,0,0,0.0,0.0,1.0,2,10.0,0.0,0.0,0.0,0.0,0.0
fernaos01,2001,1,CIN,NL,20,19,1,1,0,0,0,0.0,0.0,0.0,1,8.0,0.0,0.0,3.0,0.0,0.0
fernato01,2001,1,MIL,NL,28,64,6,18,0,0,1,3.0,1.0,2.0,7,9.0,0.0,0.0,1.0,0.0,1.0
fernato01,2001,2,TOR,AL,48,59,5,18,4,0,1,12.0,0.0,1.0,1,8.0,0.0,1.0,0.0,1.0,2.0
fettemi01,2001,1,LAN,NL,34,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
fettemi01,2001,2,PIT,NL,20,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
fickro01,2001,1,DET,AL,124,401,62,109,21,2,19,61.0,0.0,3.0,39,62.0,3.0,4.0,0.0,4.0,10.0
figuelu01,2001,1,PIT,NL,4,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
figuene01,2001,1,PHI,NL,19,24,4,6,1,0,0,1.0,0.0,0.0,1,11.0,0.0,0.0,1.0,0.0,0.0
fikacje01,2001,1,SDN,NL,23,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
filebo01,2001,1,TOR,AL,60,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
finlech01,2001,1,CLE,AL,22,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
finlest01,2001,1,ARI,NL,140,495,66,136,27,4,14,73.0,11.0,7.0,47,67.0,9.0,1.0,2.0,3.0,8.0
fioreto01,2001,1,TBA,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
fioreto01,2001,2,MIN,AL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
flahejo01,2001,1,TBA,AL,78,248,20,59,17,1,4,29.0,1.0,0.0,10,33.0,1.0,1.0,5.0,1.0,9.0
fletcda01,2001,1,TOR,AL,134,416,36,94,20,0,11,56.0,0.0,1.0,24,43.0,4.0,6.0,1.0,6.0,18.0
floribr01,2001,1,BOS,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
floydcl01,2001,1,FLO,NL,149,555,123,176,44,4,31,103.0,18.0,3.0,59,101.0,19.0,10.0,0.0,5.0,9.0
foggjo01,2001,1,CHA,AL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
forbepj01,2001,1,PHI,NL,3,7,1,2,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
fordybr01,2001,1,BAL,AL,95,292,30,61,18,0,5,19.0,1.0,2.0,21,56.0,1.0,3.0,3.0,1.0,7.0
fossuca01,2001,1,BOS,AL,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
fosteke01,2001,1,TEX,AL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
fostekr01,2001,1,BAL,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
foulkke01,2001,1,CHA,AL,72,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
foxan01,2001,1,FLO,NL,54,81,8,15,0,1,3,7.0,1.0,0.0,15,17.0,1.0,2.0,0.0,0.0,2.0
foxch02,2001,1,MIL,NL,65,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
francjo01,2001,1,NYN,NL,58,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
francju01,2001,1,ATL,NL,25,90,13,27,4,0,3,11.0,0.0,0.0,10,20.0,1.0,1.0,0.0,0.0,3.0
frankry01,2001,1,SEA,AL,38,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
frankwa01,2001,1,HOU,NL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
frascjo01,2001,1,TOR,AL,12,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
freelry01,2001,1,TOR,AL,9,22,1,6,1,0,0,3.0,2.0,1.0,1,4.0,0.0,1.0,0.0,0.0,0.0
fryeje01,2001,1,TOR,AL,74,175,24,43,6,1,2,15.0,2.0,1.0,12,18.0,0.0,3.0,4.0,0.0,2.0
