playerID,yearID_x,stint,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,yearID_y,teamID,lgID,salary
buddimi01,2001,1,31,4,1,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,1970.0,12.0,12.0,USA,OH,Berea,,,,,,,Mike,Buddie,Michael Joseph,210.0,75.0,R,R,1998-04-06,2002-05-26,buddm001,buddimi01,2002,MIL,NL,218000
buehrma01,2001,1,32,3,0,0,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1979.0,3.0,23.0,USA,MO,St. Charles,,,,,,,Mark,Buehrle,Mark Alan,240.0,74.0,L,L,2000-07-16,2015-10-04,buehm001,buehrma01,2002,CHA,AL,310000
burbada01,2001,1,32,2,1,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,1966.0,7.0,7.0,USA,OH,Dayton,,,,,,,Dave,Burba,David Allen,220.0,76.0,R,R,1990-09-08,2004-09-19,burbd001,burbada01,2002,TEX,AL,2000000
burkejo03,2001,1,34,65,2,6,0,0,0,1.0,0.0,0.0,3,29.0,0.0,0.0,7.0,0.0,5.0,1964.0,11.0,28.0,USA,PA,New Brighton,,,,,,,John,Burkett,John David,175.0,74.0,R,R,1987-09-15,2003-09-26,burkj001,burkejo03,2002,BOS,AL,5500000
burksel01,2001,1,124,439,83,123,29,1,28,74.0,5.0,1.0,62,85.0,2.0,5.0,0.0,9.0,16.0,1964.0,9.0,11.0,USA,MS,Vicksburg,,,,,,,Ellis,Burks,Ellis Rena,175.0,74.0,R,R,1987-04-30,2004-10-02,burke001,burksel01,2002,CLE,AL,6666667
burneaj01,2001,1,27,50,0,4,1,0,0,0.0,0.0,0.0,1,27.0,0.0,1.0,7.0,0.0,0.0,1977.0,1.0,3.0,USA,AR,North Little Rock,,,,,,,A. J.,Burnett,Allan James,230.0,76.0,R,R,1999-08-17,2015-10-03,burna001,burnea.01,2002,FLO,NL,367500
burnije01,2001,1,154,562,104,141,32,4,34,100.0,0.0,4.0,80,150.0,9.0,5.0,0.0,4.0,8.0,1969.0,4.0,15.0,USA,CA,Westminster,,,,,,,Jeromy,Burnitz,Jeromy Neal,190.0,72.0,L,R,1993-06-21,2006-09-27,burnj001,burnije01,2002,NYN,NL,7166667
burrepa01,2001,1,155,539,70,139,29,2,27,89.0,2.0,1.0,70,162.0,7.0,5.0,0.0,4.0,12.0,1976.0,10.0,10.0,USA,AR,Eureka Springs,,,,,,,Pat,Burrell,Patrick Brian,235.0,76.0,R,R,2000-05-24,2011-09-28,burrp001,burrepa01,2002,PHI,NL,1905000
bushho01,2001,1,78,271,32,83,11,1,3,27.0,13.0,4.0,8,50.0,1.0,6.0,2.0,4.0,2.0,1972.0,11.0,12.0,USA,IL,East St. Louis,,,,,,,Homer,Bush,Homer Giles,180.0,70.0,R,R,1997-08-16,2004-06-08,bushh001,bushho01,2002,TOR,AL,3375000
byrdpa01,4002,3,20,6,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,2.0,0.0,0.0,1970.0,12.0,3.0,USA,KY,Louisville,,,,,,,Paul,Byrd,Paul Gregory,185.0,73.0,R,R,1995-07-28,2009-10-03,byrdp001,byrdpa01,2002,KCA,AL,850000
cabrejo01,2001,1,55,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1972.0,3.0,24.0,D.R.,Santiago,La Delgada,,,,,,,Jose,Cabrera,Jose Alberto,205.0,72.0,R,R,1997-07-15,2002-09-25,cabrj001,cabrejo01,2002,MIL,NL,705000
cabrejo02,2001,1,141,287,50,75,16,3,1,38.0,10.0,4.0,16,41.0,0.0,6.0,1.0,2.0,4.0,1972.0,12.0,8.0,Colombia,Bolivar,Cartagena,,,,,,,Jolbert,Cabrera,Jolbert Alexis,205.0,74.0,R,R,1998-04-12,2008-09-28,cabrj002,cabrejo02,2002,CLE,AL,266000
cabreor01,2001,1,162,626,64,173,41,6,14,96.0,19.0,7.0,43,54.0,5.0,4.0,4.0,7.0,15.0,1974.0,11.0,2.0,Colombia,Bolivar,Cartagena,,,,,,,Orlando,Cabrera,Orlando Luis,195.0,70.0,R,R,1997-09-03,2011-09-23,cabro001,cabreor01,2002,MON,NL,2400000
cairomi01,4002,3,93,156,25,46,8,1,3,16.0,2.0,1.0,18,23.0,1.0,0.0,7.0,1.0,4.0,1974.0,5.0,4.0,Venezuela,Anzoategui,Anaco,,,,,,,Miguel,Cairo,Miguel Jesus,225.0,73.0,R,R,1996-04-17,2012-10-03,cairm001,cairomi01,2002,SLN,NL,600000
camermi01,2001,1,150,540,99,144,30,5,25,110.0,34.0,5.0,69,155.0,3.0,10.0,1.0,13.0,13.0,1973.0,1.0,8.0,USA,GA,La Grange,,,,,,,Mike,Cameron,Michael Terrance,210.0,74.0,R,R,1995-08-27,2011-09-12,camem001,camermi01,2002,SEA,AL,4666667
carpech01,2001,1,34,6,0,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,1975.0,4.0,27.0,USA,NH,Exeter,,,,,,,Chris,Carpenter,Christopher John,230.0,78.0,R,R,1997-05-12,2012-10-02,carpc002,carpech01,2002,TOR,AL,3450000
carragi01,2001,1,47,12,1,3,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1968.0,3.0,4.0,Venezuela,Anzoategui,El Tigre,,,,,,,Giovanni,Carrara,Giovanni,225.0,74.0,R,R,1995-07-29,2006-09-23,carrg001,carragi01,2002,LAN,NL,360000
casanra01,2001,1,71,192,21,50,10,0,11,33.0,0.0,0.0,12,29.0,2.0,1.0,0.0,3.0,3.0,1972.0,8.0,23.0,P.R.,,Humacao,,,,,,,Raul,Casanova,Raul,200.0,72.0,B,R,1996-05-24,2008-06-08,casar001,casanra01,2002,MIL,NL,850000
caseyse01,2001,1,145,533,69,165,40,0,13,89.0,3.0,1.0,43,63.0,8.0,9.0,0.0,3.0,16.0,1974.0,7.0,2.0,USA,NJ,Willingboro,,,,,,,Sean,Casey,Sean Thomas,215.0,76.0,L,R,1997-09-12,2008-09-28,cases001,caseyse01,2002,CIN,NL,4000000
castial01,2001,1,66,131,9,26,4,0,1,4.0,1.0,1.0,7,30.0,0.0,3.0,5.0,0.0,2.0,1970.0,2.0,10.0,D.R.,San Juan,San Juan de la Maguana,,,,,,,Alberto,Castillo,Alberto Terrero,184.0,72.0,R,R,1995-05-28,2007-06-21,casta001,castial01,2002,NYA,AL,650000
castifr01,2001,1,26,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1969.0,4.0,1.0,USA,TX,El Paso,2013.0,7.0,28.0,USA,AZ,Bartlett Lake,Frank,Castillo,Frank Anthony,180.0,73.0,R,R,1991-06-27,2005-05-26,castf001,castifr01,2002,BOS,AL,2250000
castilu01,2001,1,134,537,76,141,16,10,2,45.0,33.0,16.0,67,90.0,0.0,1.0,4.0,3.0,6.0,1975.0,9.0,12.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Luis,Castillo,Luis Antonio,145.0,71.0,B,R,1996-08-08,2010-10-03,castl001,castilu01,2002,FLO,NL,3325000
castivi02,4002,3,146,538,69,140,34,1,25,91.0,1.0,4.0,35,108.0,3.0,4.0,0.0,4.0,22.0,1967.0,7.0,4.0,Mexico,Oaxaca,Oaxaca,,,,,,,Vinny,Castilla,Vinicio,175.0,73.0,R,R,1991-09-01,2006-09-28,castv001,castivi02,2002,ATL,NL,3000000
castrju01,2001,1,96,242,27,54,10,0,3,13.0,0.0,0.0,13,50.0,2.0,0.0,4.0,2.0,9.0,1972.0,6.0,20.0,Mexico,Sinaloa,Los Mochis,,,,,,,Juan,Castro,Juan Gabriel,190.0,71.0,R,R,1995-09-02,2011-06-04,castj004,castrju01,2002,CIN,NL,400000
castrra01,2001,1,7,11,0,2,0,0,0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1976.0,3.0,1.0,P.R.,,Vega Baja,,,,,,,Ramon,Castro,Ramon Abraham,240.0,75.0,R,R,1999-08-27,2011-07-09,castr002,castrra01,2002,FLO,NL,216000
catalfr01,2001,1,133,463,77,153,31,5,11,54.0,15.0,5.0,39,55.0,3.0,8.0,1.0,1.0,5.0,1974.0,4.0,27.0,USA,NY,Smithtown,,,,,,,Frank,Catalanotto,Frank John,170.0,72.0,L,R,1997-09-03,2010-05-10,cataf001,catalfr01,2002,TEX,AL,2475000
cedenro01,2001,1,131,523,79,153,14,11,6,48.0,55.0,15.0,36,83.0,1.0,2.0,6.0,5.0,5.0,1974.0,8.0,16.0,Venezuela,Carabobo,Valencia,,,,,,,Roger,Cedeno,Roger Leandro,165.0,73.0,B,R,1995-06-20,2005-06-05,ceder001,cedenro01,2002,NYN,NL,2375000
chacosh01,2001,1,27,47,2,2,0,0,0,1.0,0.0,0.0,0,22.0,0.0,1.0,7.0,0.0,1.0,1977.0,12.0,23.0,USA,AK,Anchorage,,,,,,,Shawn,Chacon,Shawn Anthony,212.0,75.0,R,R,2001-04-29,2008-06-19,chacs001,chacosh01,2002,COL,NL,235000
chaveer01,2001,1,151,552,91,159,43,0,32,114.0,8.0,2.0,41,99.0,9.0,4.0,0.0,7.0,7.0,1977.0,12.0,7.0,USA,CA,Los Angeles,,,,,,,Eric,Chavez,Eric Cesar,215.0,73.0,L,R,1998-09-08,2014-06-08,chave001,chaveer01,2002,OAK,AL,2125000
chenbr01,4002,3,27,47,1,6,0,0,0,0.0,0.0,0.0,0,19.0,0.0,0.0,5.0,0.0,1.0,1977.0,6.0,19.0,Panama,Panama,Panama,,,,,,,Bruce,Chen,Bruce Kastulo,215.0,74.0,L,L,1998-09-07,2015-05-15,chenb001,chenbr01,2002,NYN,NL,300000
choatra01,2001,1,37,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1975.0,9.0,5.0,USA,TX,San Antonio,,,,,,,Randy,Choate,Randol Doyle,205.0,73.0,L,L,2000-07-01,2015-10-02,choar001,choatra01,2002,NYA,AL,223350
chrisja01,4002,3,55,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1969.0,9.0,21.0,USA,NE,Omaha,,,,,,,Jason,Christiansen,Jason Samuel,230.0,77.0,R,L,1995-04-26,2005-10-01,chrij002,chrisja01,2002,SFN,NL,1733333
chrismc01,4002,3,35,53,7,17,2,0,1,7.0,3.0,2.0,3,12.0,0.0,4.0,0.0,0.0,0.0,1975.0,8.0,14.0,USA,CA,Upland,,,,,,,McKay,Christensen,McKay Andrew,180.0,71.0,L,L,1999-04-06,2002-04-07,chrim002,chrismc01,2002,LAN,NL,222500
cirilje01,2001,1,138,528,72,165,26,4,17,83.0,12.0,2.0,43,63.0,6.0,5.0,1.0,9.0,15.0,1969.0,9.0,23.0,USA,CA,Pasadena,,,,,,,Jeff,Cirillo,Jeffrey Howard,190.0,74.0,R,R,1994-05-11,2007-09-30,cirij001,cirilje01,2002,SEA,AL,6375000
clarkbr02,2001,1,89,129,22,34,3,0,6,18.0,4.0,1.0,22,16.0,1.0,1.0,4.0,1.0,6.0,1973.0,4.0,18.0,USA,OR,Portland,,,,,,,Brady,Clark,Brady William,195.0,74.0,R,R,2000-09-03,2008-04-22,clarb003,clarkbr02,2002,CIN,NL,233000
clarkto02,2001,1,126,428,67,123,29,3,16,75.0,0.0,1.0,62,108.0,10.0,1.0,0.0,6.0,14.0,1972.0,6.0,15.0,USA,KS,Newton,,,,,,,Tony,Clark,Anthony Christopher,205.0,80.0,B,R,1995-09-03,2009-07-12,clart002,clarkto02,2002,BOS,AL,5000000
claytro01,2001,1,135,433,62,114,21,4,9,60.0,10.0,7.0,33,72.0,2.0,3.0,9.0,7.0,16.0,1970.0,1.0,2.0,USA,CA,Burbank,,,,,,,Royce,Clayton,Royce Spencer,175.0,72.0,R,R,1991-09-20,2007-09-30,clayr001,claytro01,2002,CHA,AL,4500000
clemema01,2001,1,32,50,2,4,0,0,0,0.0,0.0,0.0,3,18.0,0.0,0.0,8.0,0.0,0.0,1974.0,8.0,12.0,USA,PA,McCandless,,,,,,,Matt,Clement,Matthew Paul,190.0,75.0,R,R,1998-09-06,2006-06-14,clemm001,clemema01,2002,CHN,NL,2500000
clemero02,2001,1,33,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1962.0,8.0,4.0,USA,OH,Dayton,,,,,,,Roger,Clemens,William Roger,205.0,76.0,R,R,1984-05-15,2007-09-16,clemr001,clemero02,2002,NYA,AL,10300000
coggida01,2001,1,17,33,1,2,1,0,0,1.0,0.0,0.0,2,13.0,0.0,0.0,1.0,0.0,0.0,1976.0,10.0,30.0,USA,CA,Covina,,,,,,,Dave,Coggin,David Raymond,195.0,76.0,R,R,2000-06-23,2002-08-28,coggd001,coggida01,2002,PHI,NL,240000
colanmi01,2001,1,50,91,10,22,3,3,2,8.0,0.0,0.0,8,30.0,0.0,1.0,0.0,0.0,3.0,1976.0,10.0,22.0,USA,NJ,Teaneck,,,,,,,Mike,Colangelo,Michael Gus,185.0,73.0,R,R,1999-06-13,2002-05-02,colam001,colanmi01,2002,OAK,AL,300000
colbrgr01,2001,1,59,97,12,28,8,0,4,18.0,0.0,0.0,9,14.0,0.0,4.0,0.0,0.0,5.0,1969.0,7.0,26.0,USA,CA,Fontana,,,,,,,Greg,Colbrunn,Gregory Joseph,190.0,72.0,R,R,1992-07-09,2004-06-28,colbg001,colbrgr01,2002,ARI,NL,1800000
colemmi01,2001,1,12,38,5,8,0,0,1,7.0,0.0,1.0,0,15.0,0.0,0.0,0.0,1.0,0.0,1975.0,8.0,16.0,USA,TN,Nashville,,,,,,,Michael,Coleman,Michael Donnell,180.0,71.0,R,R,1997-09-01,2001-05-16,colem001,colemmi01,2002,BOS,AL,250000
collilo01,2001,1,50,127,19,32,8,1,2,14.0,5.0,1.0,17,30.0,0.0,1.0,1.0,2.0,0.0,1973.0,8.0,21.0,USA,IL,Chicago,,,,,,,Lou,Collier,Louis Keith,170.0,70.0,R,R,1997-06-28,2004-09-30,colll001,collilo01,2002,MON,NL,250000
colomje01,2001,1,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,12.0,23.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Jesus,Colome,Jesus,240.0,74.0,R,R,2001-06-21,2010-05-30,coloj001,colomje01,2002,TBA,AL,215000
colonba01,2001,1,34,7,0,1,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,1973.0,5.0,24.0,D.R.,Puerto Plata,Altamira,,,,,,,Bartolo,Colon,Bartolo,285.0,71.0,R,R,1997-04-04,2018-09-22,colob001,colonba01,2002,CLE,AL,4925000
coninje01,2001,1,139,524,75,163,23,2,14,97.0,12.0,8.0,64,75.0,6.0,5.0,0.0,8.0,12.0,1966.0,6.0,27.0,USA,WA,Tacoma,,,,,,,Jeff,Conine,Jeffrey Guy,205.0,73.0,R,R,1990-09-16,2007-09-30,conij001,coninje01,2002,BAL,AL,3500000
contija01,2001,1,5,4,1,1,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1975.0,1.0,27.0,USA,PA,Pittsburgh,,,,,,,Jason,Conti,Stanley Jason,180.0,71.0,L,R,2000-06-29,2004-07-18,contj001,contija01,2002,TBA,AL,205000
cookde01,4002,3,62,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1962.0,10.0,4.0,USA,TX,La Marque,,,,,,,Dennis,Cook,Dennis Bryan,185.0,75.0,L,L,1988-09-12,2002-09-18,cookd001,cookde01,2002,ANA,AL,1250000
coomero01,2001,1,111,349,25,91,19,1,8,53.0,0.0,0.0,29,70.0,1.0,2.0,0.0,6.0,23.0,1966.0,11.0,18.0,USA,IL,Crest Hill,,,,,,,Ron,Coomer,Ronald Bryan,195.0,71.0,R,R,1995-08-01,2003-09-28,coomr001,coomero01,2002,NYA,AL,750000
coraal01,2001,1,134,405,38,88,18,3,4,29.0,0.0,2.0,31,58.0,6.0,8.0,3.0,2.0,16.0,1975.0,10.0,18.0,P.R.,,Caguas,,,,,,,Alex,Cora,Jose Alexander,200.0,72.0,L,R,1998-06-07,2011-09-28,coraa001,coraal01,2002,LAN,NL,625000
cordewi01,2001,1,89,268,30,67,11,1,4,21.0,0.0,0.0,22,50.0,2.0,4.0,2.0,3.0,8.0,1971.0,10.0,3.0,P.R.,,Mayaguez,,,,,,,Wil,Cordero,Wilfredo,185.0,74.0,R,R,1992-07-24,2005-07-18,cordw001,cordewi01,2002,CLE,AL,4166667
cordoma01,2001,1,122,409,61,123,20,2,20,69.0,0.0,3.0,23,81.0,0.0,8.0,0.0,2.0,9.0,1969.0,7.0,10.0,USA,NV,Las Vegas,,,,,,,Marty,Cordova,Martin Kevin,200.0,72.0,R,R,1995-04-26,2003-04-21,cordm001,cordoma01,2002,BAL,AL,2500000
cormirh01,2001,1,60,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1967.0,4.0,23.0,CAN,NB,Moncton,,,,,,,Rheal,Cormier,Rheal Paul,185.0,70.0,L,L,1991-08-15,2007-04-18,cormr001,cormirh01,2002,PHI,NL,2883333
cornena01,2001,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,9.0,24.0,USA,KS,Wellington,,,,,,,Nate,Cornejo,Nathan John,200.0,77.0,R,R,2001-08-08,2004-05-02,cornn001,cornena01,2002,DET,AL,218000
counscr01,2001,1,141,458,76,126,22,3,4,38.0,6.0,8.0,61,76.0,3.0,2.0,6.0,6.0,9.0,1970.0,8.0,21.0,USA,IN,South Bend,,,,,,,Craig,Counsell,Craig John,180.0,72.0,L,R,1995-09-17,2011-09-28,counc001,counscr01,2002,ARI,NL,1516667
coxst01,2001,1,108,342,37,88,22,0,12,51.0,2.0,2.0,24,75.0,0.0,10.0,0.0,2.0,11.0,1974.0,10.0,31.0,USA,CA,Delano,,,,,,,Steve,Cox,Charles Steven,225.0,76.0,L,L,1999-09-19,2002-09-25,cox-s001,coxst01,2002,TBA,AL,280000
crawfpa02,2001,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,8.0,4.0,USA,AR,Little Rock,,,,,,,Paxton,Crawford,Paxton Keith,205.0,75.0,R,R,2000-07-01,2001-06-06,crawp001,crawfpa02,2002,BOS,AL,205000
creekdo01,2001,1,66,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1969.0,3.0,1.0,USA,VA,Winchester,,,,,,,Doug,Creek,Paul Douglas,205.0,70.0,L,L,1995-09-17,2005-10-01,creed001,creekdo01,2002,TBA,AL,685000
cressja01,2001,1,44,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,5.0,13.0,USA,LA,New Orleans,,,,,,,Jack,Cressend,John Baptiste,185.0,73.0,R,R,2000-08-26,2004-05-05,cresj001,cressja01,2002,MIN,AL,222500
cruzde01,2001,1,110,414,39,106,28,1,7,52.0,4.0,1.0,17,46.0,0.0,4.0,1.0,2.0,13.0,1972.0,11.0,6.0,D.R.,Peravia,Bani,,,,,,,Deivi,Cruz,Deivi,160.0,71.0,R,R,1997-04-01,2005-10-02,cruzd001,cruzde01,2002,SDN,NL,600000
cruzja01,4002,3,72,144,19,31,5,0,4,18.0,0.0,4.0,15,50.0,0.0,4.0,1.0,2.0,4.0,1973.0,1.0,28.0,USA,CA,Oxnard,,,,,,,Jacob,Cruz,Jacob,175.0,72.0,L,L,1996-07-18,2005-10-02,cruzj003,cruzja01,2002,DET,AL,400000
cruzjo02,2001,1,146,577,92,158,38,4,34,88.0,32.0,5.0,45,138.0,4.0,1.0,2.0,2.0,8.0,1974.0,4.0,19.0,P.R.,,Arroyo,,,,,,,Jose,Cruz,Jose Luis,190.0,72.0,B,R,1997-05-31,2008-06-05,cruzj004,cruzjo02,2002,TOR,AL,3950000
cruzju02,2001,1,11,16,0,2,0,0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,2.0,0.0,1.0,1978.0,10.0,15.0,D.R.,Monsenor Nouel,Bonao,,,,,,,Juan,Cruz,Juan Carlos,170.0,74.0,R,R,2001-08-21,2012-08-19,cruzj005,cruzju02,2002,CHN,NL,215000
cruzne01,2001,1,66,6,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1972.0,9.0,13.0,D.R.,Puerto Plata,Puerto Plata,,,,,,,Nelson,Cruz,Nelson,175.0,73.0,R,R,1997-08-01,2003-07-09,cruzn001,cruzne01,2002,HOU,NL,375000
daalom01,2001,1,32,55,7,13,1,0,0,5.0,0.0,0.0,1,10.0,0.0,0.0,7.0,0.0,4.0,1972.0,3.0,1.0,Venezuela,Zulia,Maracaibo,,,,,,,Omar,Daal,Omar Jesus,160.0,75.0,L,L,1993-04-23,2003-09-25,daalo001,daalom01,2002,LAN,NL,5000000
damicje01,2001,1,10,15,0,1,0,1,0,0.0,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,0.0,1975.0,12.0,27.0,USA,FL,St. Petersburg,,,,,,,Jeff,D'Amico,Jeffrey Charles,250.0,79.0,R,R,1996-06-28,2004-05-10,damij001,d'amije01,2002,NYN,NL,1840000
damonjo01,2001,1,155,644,108,165,34,4,9,49.0,27.0,12.0,61,70.0,1.0,5.0,5.0,4.0,7.0,1973.0,11.0,5.0,USA,KS,Fort Riley,,,,,,,Johnny,Damon,Johnny David,205.0,74.0,L,L,1995-08-12,2012-08-01,damoj001,damonjo01,2002,BOS,AL,7250000
darenvi01,2001,1,59,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,11.0,13.0,USA,CA,Los Angeles,,,,,,,Vic,Darensbourg,Victor Anthony,165.0,70.0,L,L,1998-04-01,2005-09-28,darev001,darenvi01,2002,FLO,NL,775000
daubabr01,2001,1,122,407,54,107,28,3,22,71.0,1.0,0.0,53,108.0,7.0,5.0,1.0,6.0,10.0,1972.0,2.0,11.0,USA,IL,Belleville,,,,,,,Brian,Daubach,Brian Michael,201.0,73.0,L,R,1998-09-10,2005-07-08,daubb001,daubabr01,2002,BOS,AL,2325000
davanje02,2001,1,40,88,7,17,2,1,5,9.0,1.0,3.0,11,29.0,0.0,0.0,0.0,1.0,1.0,1973.0,12.0,8.0,USA,CA,San Diego,,,,,,,Jeff,DaVanon,Jeffrey Graham,185.0,72.0,B,R,1999-09-07,2007-09-30,davaj001,davanje02,2002,ANA,AL,207500
daveyto01,2001,1,39,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,9.0,11.0,USA,MI,Garden City,,,,,,,Tom,Davey,Thomas Joseph,215.0,79.0,R,R,1999-04-06,2002-08-24,davet001,daveyto01,2002,SDN,NL,270000
davisbe01,2001,1,138,448,56,107,20,0,11,57.0,4.0,4.0,66,112.0,5.0,4.0,1.0,7.0,13.0,1977.0,3.0,10.0,USA,PA,Chester,,,,,,,Ben,Davis,Mark Christopher,195.0,76.0,B,R,1998-09-25,2004-10-03,davib003,davisbe01,2002,SEA,AL,350000
davisdo02,2001,1,30,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,1975.0,9.0,21.0,USA,CA,Sacramento,,,,,,,Doug,Davis,Douglas,215.0,76.0,R,L,1999-08-09,2011-06-28,david002,davisdo02,2002,TEX,AL,310000
daviska01,2001,1,57,5,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,1975.0,6.0,25.0,USA,WV,Ripley,,,,,,,Kane,Davis,Kane Thomas,194.0,75.0,R,R,2000-06-12,2007-09-23,davik001,daviska01,2002,NYN,NL,235000
davisla01,2001,1,21,33,3,4,1,0,0,2.0,0.0,0.0,0,15.0,0.0,0.0,4.0,0.0,0.0,1976.0,9.0,1.0,USA,FL,Winter Haven,,,,,,,Lance,Davis,Johnny Lance,170.0,72.0,R,L,2001-06-16,2001-10-07,davil001,davisla01,2002,CIN,NL,246500
dejeami01,2001,1,75,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1970.0,9.0,28.0,USA,LA,Baton Rouge,,,,,,,Mike,DeJean,Michel Dwain,205.0,74.0,R,R,1997-05-02,2006-04-07,dejem001,dejeami01,2002,MIL,NL,1400000
delgaca01,2001,1,162,574,102,160,31,1,39,102.0,3.0,0.0,111,136.0,22.0,16.0,0.0,3.0,9.0,1972.0,6.0,25.0,P.R.,,Aguadilla,,,,,,,Carlos,Delgado,Carlos Juan,215.0,75.0,L,R,1993-10-01,2009-05-10,delgc001,delgaca01,2002,TOR,AL,19400000
delluda01,2001,1,115,217,28,60,10,2,10,40.0,2.0,1.0,22,52.0,4.0,2.0,0.0,0.0,2.0,1973.0,10.0,31.0,USA,LA,Baton Rouge,,,,,,,David,Dellucci,David Michael,180.0,70.0,L,L,1997-06-03,2009-07-22,delld001,delluda01,2002,ARI,NL,775000
dempsry01,2001,1,34,61,1,3,1,0,0,0.0,0.0,0.0,1,29.0,0.0,0.0,16.0,0.0,0.0,1977.0,5.0,3.0,CAN,BC,Sechelt,,,,,,,Ryan,Dempster,Ryan Scott,215.0,74.0,R,R,1998-05-23,2013-09-29,dempr002,dempsry01,2002,FLO,NL,2475000
derosma01,2001,1,66,164,27,47,8,0,3,20.0,2.0,1.0,12,19.0,6.0,5.0,1.0,2.0,3.0,1975.0,2.0,26.0,USA,NJ,Passaic,,,,,,,Mark,DeRosa,Mark Thomas,215.0,73.0,R,R,1998-09-02,2013-09-29,derom001,derosma01,2002,ATL,NL,222500
deshide01,4002,3,126,351,55,82,17,5,5,37.0,23.0,2.0,59,77.0,1.0,1.0,4.0,2.0,8.0,1969.0,1.0,15.0,USA,DE,Seaford,,,,,,,Delino,DeShields,Delino Lamont,170.0,73.0,L,R,1990-04-09,2002-08-08,deshd001,deshide01,2002,CHN,NL,1250000
desseel01,2001,1,35,57,3,11,1,0,0,2.0,0.0,0.0,3,12.0,0.0,0.0,10.0,0.0,0.0,1971.0,1.0,13.0,Mexico,Sonora,Hermosillo,,,,,,,Elmer,Dessens,Elmer,200.0,71.0,R,R,1996-06-24,2010-10-02,desse001,desseel01,2002,CIN,NL,1825000
diazei01,2001,1,134,437,54,121,34,1,4,56.0,1.0,2.0,17,44.0,0.0,16.0,8.0,0.0,11.0,1972.0,12.0,28.0,Panama,Chiriqui,Chiriqui,,,,,,,Einar,Diaz,Einar Antonio,165.0,70.0,R,R,1996-09-09,2006-09-16,diaze002,diazei01,2002,CLE,AL,1087500
difelmi01,4002,3,60,170,14,32,5,1,2,10.0,1.0,1.0,8,49.0,0.0,4.0,3.0,2.0,3.0,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2002,SLN,NL,750000
